,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,APPEARANCES,YEAR,STUDIO
4048,Prime Mover (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Unknown,Heterosexual,7,1968,MARVEL
4049,Silent Fox (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,7,1968,MARVEL
4051,William Lincoln (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1968,MARVEL
4052,Boss Barker (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual,7,1969,MARVEL
4054,Louis Wilson (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1969,MARVEL
4055,Thermal Man (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Heterosexual,7,1969,MARVEL
4056,Niki Adams (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,7,1970,MARVEL
4057,Owayodata (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,7,1970,MARVEL
4059,Emil Nikos (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,7,1971,MARVEL
4060,Joey (San Francisco) (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,7,1971,MARVEL
4062,Abraham van Helsing (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual,7,1972,MARVEL
4065,Sligguth (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Unknown,Heterosexual,7,1972,MARVEL
4066,Bambu (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,7,1973,MARVEL
4067,Clifton Shallot (Earth-616),Known to Authorities Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1973,MARVEL
4068,Dam-Ayido Wede (Earth-616),Public Identity,Bad Characters,Black Eyes,No Hair,Unknown,Heterosexual,7,1973,MARVEL
4069,David Cox (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,7,1973,MARVEL
4070,Elizabeth Lavenza (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,7,1973,MARVEL
4072,Kamuu (Atlantean) (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1973,MARVEL
4073,Kerwin Broderick (Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,7,1973,MARVEL
4074,Omega (Android) (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,Heterosexual,7,1973,MARVEL
4076,Allatou (Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Female Characters,Heterosexual,7,1974,MARVEL
4077,Hargood Wilbur Todd Wickham (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,7,1974,MARVEL
4078,Henry Croft (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,7,1974,MARVEL
4079,Jacques LaPoint (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1974,MARVEL
4080,John Anvil (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,7,1974,MARVEL
4081,Jyota Nital (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1974,MARVEL
4082,Katherine Fraser (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,7,1974,MARVEL
4083,Leroy Jackson (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Heterosexual,7,1974,MARVEL
4084,Quentin Harderman (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1974,MARVEL
4086,Shiela Whittier (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,7,1974,MARVEL
4087,Varanus (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,7,1974,MARVEL
4088,Adri Nital (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,7,1975,MARVEL
4089,Bessie (Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Female Characters,Heterosexual,7,1975,MARVEL
4090,Carlton Velcro (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,7,1975,MARVEL
4091,General Chasen (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,7,1975,MARVEL
4092,Jade (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1975,MARVEL
4093,Judith (San Diego) (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1975,MARVEL
4094,Quentin Chase (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,7,1975,MARVEL
4096,Sssesthugar (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1975,MARVEL
4097,Thelius (Blue Marvel) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,7,1975,MARVEL
4100,Brillalae (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1976,MARVEL
4101,Cheer Chadwick (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1976,MARVEL
4102,Chris Claremont (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,7,1976,MARVEL
4103,Dark Rider (Earth-616),Secret Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,Heterosexual,7,1976,MARVEL
4104,Emerson Bale (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,7,1976,MARVEL
4105,Maria Ayala (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1976,MARVEL
4106,Marshall Muldoon (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,7,1976,MARVEL
4108,Steven Rogers (Revolutionary War) (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,7,1976,MARVEL
4109,Talia Kruma (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1976,MARVEL
4110,Threkker (Earth-616),No Dual Identity,Bad Characters,Black Eyes,No Hair,Male Characters,Heterosexual,7,1976,MARVEL
4111,Toy (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,7,1976,MARVEL
4112,Tuan (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,7,1976,MARVEL
4114,Cancer (LMD) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1977,MARVEL
4115,Moses (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,7,1977,MARVEL
4117,Otto Vermis (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,7,1977,MARVEL
4118,Roger Dicken (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1977,MARVEL
4120,Tutinax (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,7,1977,MARVEL
4121,Veda (Corporation) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,7,1977,MARVEL
4122,Virgo (LMD) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Heterosexual,7,1977,MARVEL
4124,Chao Sima (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1978,MARVEL
4125,Freki (Earth-616),Secret Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,Heterosexual,7,1978,MARVEL
4127,Denton Phelps (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,7,1979,MARVEL
4128,Doctor Tambura (Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,7,1979,MARVEL
4131,Iguana (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,7,1979,MARVEL
4133,Ray Coffin (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1979,MARVEL
4134,Roy McVey (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1979,MARVEL
4135,Samuel Daly (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1979,MARVEL
4136,Sarah Mumford (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1979,MARVEL
4137,Sebastian Patane (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1979,MARVEL
4140,Frey (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,7,1980,MARVEL
4143,Ricky Landers (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1980,MARVEL
4144,Sara Grey (Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Heterosexual,7,1980,MARVEL
4146,Voletta Todd (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,Heterosexual,7,1980,MARVEL
4147,Walther Theodoric (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,7,1980,MARVEL
4148,Buth (Earth-616),Secret Identity,Good Characters,Blue Eyes,Green Hair,Male Characters,Heterosexual,7,1981,MARVEL
4149,Doc (Geneticist) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,7,1981,MARVEL
4150,Forsythe Wellington (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,7,1981,MARVEL
4151,Hyppokri (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,7,1981,MARVEL
4152,Lionel Jeffries (Doctor) (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,7,1981,MARVEL
4153,Phaeder (Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual,7,1981,MARVEL
4155,Puishannt (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,7,1981,MARVEL
4156,Unnthinnk (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,7,1981,MARVEL
4157,Darin (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1982,MARVEL
4159,Holly LaDonna (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,7,1982,MARVEL
4160,Jerry Fortunov (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1982,MARVEL
4161,Lylla (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,7,1982,MARVEL
4162,Ramona Starr (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,7,1982,MARVEL
4163,Ranark (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1982,MARVEL
4164,Sturky (Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Unknown,Heterosexual,7,1982,MARVEL
4165,Talisman (Australian) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,7,1982,MARVEL
4166,Zedrao (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Heterosexual,7,1982,MARVEL
4167,Black Lotus (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1983,MARVEL
4168,Claire McNeil (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,7,1983,MARVEL
4169,Doctor Dredd (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1983,MARVEL
4170,Roman Nekoboh (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,Heterosexual,7,1983,MARVEL
4171,Sentinels Mk V (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Unknown,Heterosexual,7,1983,MARVEL
4173,Unam (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1983,MARVEL
4174,Wrangler (Laralie) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,7,1983,MARVEL
4175,Black Abbott (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1984,MARVEL
4176,Blank (Clyde) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,7,1984,MARVEL
4179,Horatio Piper (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,Heterosexual,7,1984,MARVEL
4180,Hubert Carpenter (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1984,MARVEL
4181,Joelle Guthrie (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,7,1984,MARVEL
4184,Turoq (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1984,MARVEL
4185,Atlas (Titan) (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,7,1985,MARVEL
4186,Cerberus (O.Z. Chase) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1985,MARVEL
4187,Dave Chatterton (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,7,1985,MARVEL
4189,Emil Gregg (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,7,1985,MARVEL
4190,Harry Morrel (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,7,1985,MARVEL
4191,Jack Wayne (Legion Personality) (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,7,1985,MARVEL
4192,Jackson Tolliver (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,7,1985,MARVEL
4193,Jakal (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Heterosexual,7,1985,MARVEL
4194,Manslaughter Marsdale (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,7,1985,MARVEL
4195,Misty Collins (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,7,1985,MARVEL
4196,Puff (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1985,MARVEL
4197,Skunge (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,7,1985,MARVEL
4198,Alex Alaric (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,7,1986,MARVEL
4200,Charles Last (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1986,MARVEL
4201,Imhotep (Demon) (Earth-616),Public Identity,Bad Characters,White Eyes,Bald,Male Characters,Heterosexual,7,1986,MARVEL
4202,Lewis Guthrie (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,7,1986,MARVEL
4203,Lomen (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,7,1986,MARVEL
4204,Scaleface (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blue Hair,Female Characters,Heterosexual,7,1986,MARVEL
4205,Yrdisis (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1986,MARVEL
4206,Don (Lobster) (Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,Heterosexual,7,1987,MARVEL
4209,Trump (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,7,1987,MARVEL
4210,William Nowlan (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1987,MARVEL
4211,Alphonso Mackenzie (Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,7,1988,MARVEL
4212,Anne-Marie Baker (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1988,MARVEL
4213,Eochaid Ollathir (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,7,1988,MARVEL
4214,Roland Rayburn (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,7,1988,MARVEL
4215,Spyder (Earth-616),Secret Identity,Bad Characters,Red Eyes,Blue Hair,Male Characters,Heterosexual,7,1988,MARVEL
4216,Gayle Vaughn (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,7,1989,MARVEL
4217,Kevin Brackett (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1989,MARVEL
4219,Paul Harker (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,7,1989,MARVEL
4220,Rich van Burian (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,7,1989,MARVEL
4221,Sequoia (Earth-616),Secret Identity,Good Characters,Green Eyes,Green Hair,Male Characters,Heterosexual,7,1989,MARVEL
4222,Arko (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1990,MARVEL
4223,Bercilak de Hautdesert (Earth-616),Secret Identity,Good Characters,Green Eyes,Green Hair,Male Characters,Heterosexual,7,1990,MARVEL
4224,Harlan Ryker (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,7,1990,MARVEL
4225,Harmon Furmintz (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,7,1990,MARVEL
4226,Jupiter (New Warriors) (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,7,1990,MARVEL
4227,Kristina Anderson (Earth-616),Secret Identity,Bad Characters,Pink Eyes,Pink Hair,Female Characters,Heterosexual,7,1990,MARVEL
4228,L.D. 50 (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1990,MARVEL
4229,Maker (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1990,MARVEL
4230,Samuel Higgins (Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,7,1990,MARVEL
4231,Yuji Watanabe (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Heterosexual,7,1990,MARVEL
4232,Andrea Haggard (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,7,1991,MARVEL
4233,Fool (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,Heterosexual,7,1991,MARVEL
4234,Guillaume Courage (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,7,1991,MARVEL
4235,Hector Fuentes (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1991,MARVEL
4236,Kkallakku (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1991,MARVEL
4237,Monkey Joe (Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Heterosexual,7,1991,MARVEL
4238,Rambo (Dog) (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,7,1991,MARVEL
4239,Ray Morgan (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,7,1991,MARVEL
4240,Splice (Mercenary) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,7,1991,MARVEL
